"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 22 11:45:30 GMT 2024","Fri Nov 22 11:45:31 GMT 2024","1068","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Fri Nov 22 11:45:33 GMT 2024","Fri Nov 22 11:45:33 GMT 2024","386","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedFor4000SymbolsInNameTest","User can create project with 4000 symbols in name",""
"passed","Fri Nov 22 11:45:31 GMT 2024","Fri Nov 22 11:45:32 GMT 2024","426","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Fri Nov 22 11:45:34 GMT 2024","Fri Nov 22 11:45:34 GMT 2024","293","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedForSpecialSymbolsInNameTest","User can create project with special symbols in name",""
"passed","Fri Nov 22 11:44:07 GMT 2024","Fri Nov 22 11:45:06 GMT 2024","59127","Surefire suite","Surefire test","org.example.teamcitypro.ui.SetupServerTest","org.example.teamcitypro.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Fri Nov 22 11:45:34 GMT 2024","Fri Nov 22 11:45:34 GMT 2024","265","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedForStandardPositiveCaseTest","User should be able to create project",""
"passed","Fri Nov 22 11:45:35 GMT 2024","Fri Nov 22 11:45:35 GMT 2024","199","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectIsNotCreatedForEmptyIdTest","User should not be able to create project with empty Id",""
"passed","Fri Nov 22 11:45:26 GMT 2024","Fri Nov 22 11:45:29 GMT 2024","3227","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Fri Nov 22 11:45:33 GMT 2024","Fri Nov 22 11:45:34 GMT 2024","316","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedForRussianPolishEncodingInNameTest","User can create project with Russian and Polish symbols in name",""
"passed","Fri Nov 22 11:45:35 GMT 2024","Fri Nov 22 11:45:35 GMT 2024","282","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectIsNotCreatedForTheSameIdTest","User should not be able to create two projects with the same id",""
"passed","Fri Nov 22 11:45:32 GMT 2024","Fri Nov 22 11:45:32 GMT 2024","412","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Fri Nov 22 11:45:35 GMT 2024","Fri Nov 22 11:45:35 GMT 2024","173","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectIsNotCreatedForEmptyNameTest","User should not be able to create project with empty name",""
