"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 22 12:40:08 GMT 2024","Fri Nov 22 12:40:08 GMT 2024","426","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Fri Nov 22 12:40:04 GMT 2024","Fri Nov 22 12:40:06 GMT 2024","2059","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Fri Nov 22 12:40:12 GMT 2024","Fri Nov 22 12:40:13 GMT 2024","284","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectIsNotCreatedForTheSameIdTest","User should not be able to create two projects with the same id",""
"passed","Fri Nov 22 12:40:08 GMT 2024","Fri Nov 22 12:40:09 GMT 2024","388","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Fri Nov 22 12:40:09 GMT 2024","Fri Nov 22 12:40:09 GMT 2024","279","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedFor4000SymbolsInNameTest","User can create project with 4000 symbols in name",""
"passed","Fri Nov 22 12:40:12 GMT 2024","Fri Nov 22 12:40:12 GMT 2024","149","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectIsNotCreatedForEmptyIdTest","User should not be able to create project with empty Id",""
"passed","Fri Nov 22 12:40:09 GMT 2024","Fri Nov 22 12:40:10 GMT 2024","273","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedForRussianPolishEncodingInNameTest","User can create project with Russian and Polish symbols in name",""
"passed","Fri Nov 22 12:40:06 GMT 2024","Fri Nov 22 12:40:08 GMT 2024","1135","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Fri Nov 22 12:40:11 GMT 2024","Fri Nov 22 12:40:11 GMT 2024","249","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedForStandardPositiveCaseTest","User should be able to create project",""
"passed","Fri Nov 22 12:40:10 GMT 2024","Fri Nov 22 12:40:11 GMT 2024","960","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedForSpecialSymbolsInNameTest","User can create project with special symbols in name",""
"passed","Fri Nov 22 12:40:12 GMT 2024","Fri Nov 22 12:40:12 GMT 2024","196","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectIsNotCreatedForEmptyNameTest","User should not be able to create project with empty name",""
"passed","Fri Nov 22 12:38:50 GMT 2024","Fri Nov 22 12:39:46 GMT 2024","56296","Surefire suite","Surefire test","org.example.teamcitypro.ui.SetupServerTest","org.example.teamcitypro.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
