"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 29 12:10:24 GMT 2025","Wed Jan 29 12:10:25 GMT 2025","281","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedForStandardPositiveCaseTest","User should be able to create project",""
"passed","Wed Jan 29 12:10:24 GMT 2025","Wed Jan 29 12:10:24 GMT 2025","331","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedForSpecialSymbolsInNameTest","User can create project with special symbols in name",""
"passed","Wed Jan 29 12:10:21 GMT 2025","Wed Jan 29 12:10:23 GMT 2025","1465","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedFor4000SymbolsInNameTest","User can create project with 4000 symbols in name",""
"passed","Wed Jan 29 12:10:25 GMT 2025","Wed Jan 29 12:10:25 GMT 2025","244","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectIsNotCreatedForEmptyIdTest","User should not be able to create project with empty Id",""
"passed","Wed Jan 29 12:10:25 GMT 2025","Wed Jan 29 12:10:26 GMT 2025","277","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectIsNotCreatedForTheSameIdTest","User should not be able to create two projects with the same id",""
"passed","Wed Jan 29 12:10:27 GMT 2025","Wed Jan 29 12:10:29 GMT 2025","1788","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Jan 29 12:10:23 GMT 2025","Wed Jan 29 12:10:24 GMT 2025","475","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectCreatedForRussianPolishEncodingInNameTest","User can create project with Russian and Polish symbols in name",""
"passed","Wed Jan 29 12:09:06 GMT 2025","Wed Jan 29 12:10:05 GMT 2025","58977","Surefire suite","Surefire test","org.example.teamcitypro.ui.SetupServerTest","org.example.teamcitypro.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Wed Jan 29 12:10:29 GMT 2025","Wed Jan 29 12:10:29 GMT 2025","299","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Jan 29 12:10:29 GMT 2025","Wed Jan 29 12:10:30 GMT 2025","453","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Jan 29 12:10:26 GMT 2025","Wed Jan 29 12:10:26 GMT 2025","640","Surefire suite","Surefire test","org.example.teamcitypro.api.BuildTypeTest","org.example.teamcitypro.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Jan 29 12:10:25 GMT 2025","Wed Jan 29 12:10:25 GMT 2025","201","Surefire suite","Surefire test","org.example.teamcitypro.api.ProjectTest","org.example.teamcitypro.api.ProjectTest","projectIsNotCreatedForEmptyNameTest","User should not be able to create project with empty name",""
